Lemon Cake,Lemon Tart,,,,,,
Cheese Croissant,Orange Juice,Hot Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Truffle Cake,Gongolais Cookie,Almond Twist,Vanilla Frappuccino,,,,
Blueberry Tart,Apricot Croissant,Raspberry Lemonade,Cherry Soda,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Eclair,Gongolais Cookie,,,,,,
Chocolate Eclair,Blueberry Tart,Tuile Cookie,Apricot Croissant,,,,
Apple Danish,Orange Juice,Cherry Soda,Single Espresso,,,,
Casino Cake,Chocolate Meringue,Blueberry Danish,,,,,
Apricot Danish,Blueberry Danish,Green Tea,Chocolate Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Berry Tart,,,,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Blackberry Tart,Pecan Tart,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Apple Tart,Ganache Cookie,Chocolate Meringue,Vanilla Meringue,,,,
Walnut Cookie,,,,,,,
Casino Cake,Opera Cake,Apple Pie,Lemon Tart,Raspberry Lemonade,Hot Coffee,Vanilla Frappuccino,
Cherry Tart,Lemon Tart,Tuile Cookie,Cherry Soda,,,,
Berry Tart,Chocolate Meringue,,,,,,
Opera Cake,Apple Tart,Cherry Tart,Apple Croissant,Chocolate Croissant,Apricot Danish,,
Opera Cake,Vanilla Meringue,Apricot Croissant,Cheese Croissant,,,,
Casino Cake,Truffle Cake,Chocolate Meringue,Apricot Croissant,,,,
Lemon Cake,Vanilla Eclair,Berry Tart,Walnut Cookie,Apricot Danish,Blueberry Danish,Single Espresso,
Truffle Cake,Gongolais Cookie,Lemon Cookie,,,,,
Opera Cake,Truffle Cake,Apple Tart,Blackberry Tart,Chocolate Tart,Pecan Tart,Ganache Cookie,
Strawberry Cake,Walnut Cookie,Green Tea,,,,,
Vanilla Eclair,Chocolate Tart,Gongolais Cookie,Raspberry Cookie,Lemon Cookie,,,
Ganache Cookie,Apricot Danish,,,,,,
Opera Cake,Almond Tart,Lemon Cookie,Almond Croissant,Lemon Lemonade,,,
Opera Cake,Apricot Tart,Gongolais Cookie,Marzipan Cookie,Tuile Cookie,Apricot Danish,Almond Bear Claw,Blueberry Danish
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Tart,Walnut Cookie,Almond Twist,Vanilla Frappuccino,,,,
Truffle Cake,Gongolais Cookie,Single Espresso,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Cherry Tart,Apricot Danish,Almond Bear Claw,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Casino Cake,Chocolate Eclair,Apple Pie,Lemon Cookie,Bottled Water,,,
Chocolate Eclair,Cherry Soda,,,,,,
Casino Cake,Tuile Cookie,Raspberry Lemonade,,,,,
Tuile Cookie,,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Gongolais Cookie,Lemon Cookie,Apple Danish,Hot Coffee,,,,
Truffle Cake,Berry Tart,Gongolais Cookie,,,,,
Cherry Tart,Apricot Danish,,,,,,
Tuile Cookie,Orange Juice,Single Espresso,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Tart,Lemon Cookie,Cheese Croissant,Apple Danish,Orange Juice,Hot Coffee,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Lemon Cake,Casino Cake,Chocolate Coffee,,,,
Ganache Cookie,Walnut Cookie,Almond Croissant,Almond Bear Claw,Single Espresso,,,
Chocolate Eclair,Apple Pie,Blackberry Tart,Blueberry Tart,Pecan Tart,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Tart,Gongolais Cookie,Lemon Cookie,,,,,
Coffee Eclair,Apricot Tart,Blackberry Tart,Bottled Water,Single Espresso,,,
Lemon Cake,Green Tea,,,,,,
Opera Cake,Cherry Tart,Raspberry Cookie,Apricot Danish,,,,
Vanilla Meringue,Lemon Lemonade,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Chocolate Eclair,Berry Tart,Lemon Cookie,,,,,
Blueberry Tart,Almond Twist,,,,,,
Chocolate Meringue,Orange Juice,Cherry Soda,,,,,
Casino Cake,Napoleon Cake,Almond Tart,Chocolate Meringue,Marzipan Cookie,Tuile Cookie,,
Coffee Eclair,Blackberry Tart,Apricot Croissant,,,,,
Berry Tart,Cheese Croissant,Bottled Water,,,,,
Truffle Cake,Gongolais Cookie,Almond Bear Claw,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Lemon Cake,Blackberry Tart,Walnut Cookie,Almond Bear Claw,,,,
Chocolate Tart,Walnut Cookie,Chocolate Coffee,Vanilla Frappuccino,,,,
Coffee Eclair,Apple Pie,Ganache Cookie,Lemon Cookie,Almond Twist,Hot Coffee,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Raspberry Cookie,Vanilla Meringue,,,,,
Truffle Cake,Coffee Eclair,Almond Tart,Gongolais Cookie,Apple Croissant,Vanilla Frappuccino,,
Opera Cake,Napoleon Cake,Blackberry Tart,Chocolate Croissant,Apricot Danish,,,
Vanilla Meringue,Chocolate Croissant,Apple Danish,Almond Twist,,,,
Berry Tart,Bottled Water,,,,,,
Berry Tart,Bottled Water,,,,,,
Apple Tart,Lemon Tart,Gongolais Cookie,,,,,
Apple Tart,Lemon Tart,,,,,,
Chocolate Cake,Cherry Tart,Chocolate Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Berry Tart,Bottled Water,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,Green Tea,,,,
Strawberry Cake,Berry Tart,Bottled Water,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Cherry Tart,Tuile Cookie,Cheese Croissant,Orange Juice,,,,
Chocolate Tart,Gongolais Cookie,Raspberry Cookie,Cheese Croissant,Blueberry Danish,Orange Juice,Green Tea,
Chocolate Eclair,Lemon Tart,Raspberry Lemonade,,,,,
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Tuile Cookie,Apricot Croissant,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Almond Twist,,,,,,,
Apricot Tart,Lemon Cookie,Tuile Cookie,Raspberry Lemonade,,,,
Almond Tart,Apple Tart,Blueberry Danish,Chocolate Coffee,Single Espresso,,,
Apricot Tart,Apricot Danish,Lemon Lemonade,,,,,
Coffee Eclair,Apple Tart,Berry Tart,Raspberry Cookie,Almond Twist,Bottled Water,Single Espresso,
Coffee Eclair,Almond Tart,Berry Tart,Blackberry Tart,Single Espresso,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Chocolate Eclair,Vanilla Eclair,Raspberry Lemonade,,,,
Chocolate Tart,Vanilla Meringue,Cherry Soda,Single Espresso,,,,
Raspberry Lemonade,,,,,,,
Truffle Cake,Coffee Eclair,Almond Tart,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apricot Tart,Marzipan Cookie,,,,,,
Chocolate Eclair,Chocolate Croissant,Almond Bear Claw,Raspberry Lemonade,Orange Juice,,,
Blueberry Danish,Single Espresso,,,,,,
Chocolate Cake,Casino Cake,Apple Tart,Apple Croissant,Chocolate Coffee,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Chocolate Meringue,Apricot Danish,Almond Bear Claw,,,,
Blueberry Tart,Pecan Tart,Almond Croissant,,,,,
Berry Tart,Apple Danish,Bottled Water,,,,,
Walnut Cookie,,,,,,,
Almond Tart,Ganache Cookie,Raspberry Cookie,Raspberry Lemonade,Bottled Water,Hot Coffee,,
Apple Pie,Lemon Tart,Apple Danish,,,,,
Strawberry Cake,Truffle Cake,Cherry Soda,,,,,
Almond Twist,Orange Juice,Single Espresso,,,,,
Opera Cake,Berry Tart,,,,,,
Napoleon Cake,Blueberry Tart,Lemon Tart,Gongolais Cookie,Apricot Croissant,,,
Chocolate Cake,Strawberry Cake,Coffee Eclair,Napoleon Cake,Apple Pie,Lemon Lemonade,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Almond Tart,Apricot Tart,Blueberry Tart,Chocolate Tart,Cherry Tart,Almond Twist,Cherry Soda,
Coffee Eclair,Hot Coffee,Single Espresso,,,,,
Napoleon Cake,Lemon Tart,Vanilla Frappuccino,,,,,
Green Tea,Single Espresso,,,,,,
Berry Tart,,,,,,,
Strawberry Cake,Napoleon Cake,Tuile Cookie,Raspberry Lemonade,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Opera Cake,Cheese Croissant,Orange Juice,,,,,
Raspberry Cookie,Tuile Cookie,Walnut Cookie,Raspberry Lemonade,,,,
Casino Cake,Almond Tart,,,,,,
Apple Pie,Lemon Tart,Orange Juice,Hot Coffee,,,,
Raspberry Cookie,Vanilla Meringue,Almond Croissant,Cheese Croissant,Orange Juice,Vanilla Frappuccino,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Tart,Walnut Cookie,Chocolate Coffee,Vanilla Frappuccino,,,,
Casino Cake,,,,,,,
Apricot Tart,Hot Coffee,Chocolate Coffee,Vanilla Frappuccino,Cherry Soda,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Opera Cake,Almond Tart,Raspberry Cookie,Lemon Cookie,Almond Twist,Bottled Water,Vanilla Frappuccino,
Napoleon Cake,Apricot Tart,Blackberry Tart,Ganache Cookie,Tuile Cookie,Walnut Cookie,,
Lemon Cake,Ganache Cookie,Chocolate Croissant,,,,,
Almond Twist,Single Espresso,,,,,,
Apricot Tart,Berry Tart,Blackberry Tart,Bottled Water,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Casino Cake,Almond Bear Claw,Chocolate Coffee,,,,
Blueberry Tart,Cheese Croissant,Orange Juice,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Opera Cake,Berry Tart,Almond Bear Claw,,,,,
Apricot Tart,Ganache Cookie,Gongolais Cookie,Tuile Cookie,Apple Danish,Cherry Soda,,
Gongolais Cookie,Almond Croissant,Blueberry Danish,,,,,
Almond Tart,Blueberry Tart,Cheese Croissant,Lemon Lemonade,Orange Juice,,,
Opera Cake,Vanilla Eclair,Almond Tart,Blackberry Tart,Cherry Tart,Apple Croissant,Apricot Danish,
Opera Cake,Strawberry Cake,Berry Tart,Marzipan Cookie,Bottled Water,Hot Coffee,,
Casino Cake,Opera Cake,Truffle Cake,Chocolate Tart,Walnut Cookie,Orange Juice,Chocolate Coffee,
Lemon Cake,Lemon Tart,Marzipan Cookie,,,,,
Lemon Tart,Vanilla Meringue,Bottled Water,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Strawberry Cake,Napoleon Cake,Lemon Cookie,,,,,
Casino Cake,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,Berry Tart,Cherry Tart,Almond Bear Claw,,,,
Vanilla Meringue,Vanilla Frappuccino,,,,,,
Chocolate Eclair,Coffee Eclair,Vanilla Eclair,Apple Pie,Blueberry Tart,Cherry Tart,Bottled Water,
Truffle Cake,Chocolate Tart,Raspberry Lemonade,,,,,
Apple Tart,Apple Croissant,,,,,,
Chocolate Eclair,Vanilla Eclair,Apple Tart,Chocolate Meringue,Apple Danish,Lemon Lemonade,Single Espresso,
Casino Cake,Apple Pie,Tuile Cookie,Blueberry Danish,Orange Juice,,,
Cheese Croissant,Orange Juice,,,,,,
Lemon Cake,Strawberry Cake,Chocolate Eclair,Apricot Tart,Almond Twist,,,
Chocolate Cake,Blueberry Tart,Cherry Tart,Apricot Croissant,,,,
Walnut Cookie,Apricot Danish,Bottled Water,,,,,
Truffle Cake,Gongolais Cookie,Single Espresso,,,,,
Berry Tart,Bottled Water,Chocolate Coffee,,,,,
Strawberry Cake,Napoleon Cake,Apple Tart,,,,,
Blackberry Tart,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Almond Croissant,,,,,,,
Chocolate Tart,Marzipan Cookie,Walnut Cookie,Almond Twist,Vanilla Frappuccino,Cherry Soda,,
Opera Cake,Strawberry Cake,Napoleon Cake,Blackberry Tart,Single Espresso,,,
Lemon Cake,Opera Cake,,,,,,
Lemon Cake,Vanilla Eclair,Berry Tart,Vanilla Meringue,Vanilla Frappuccino,,,
Vanilla Eclair,Blackberry Tart,Lemon Tart,Apricot Croissant,Lemon Lemonade,Single Espresso,,
Apple Pie,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,Cherry Soda,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Vanilla Meringue,Almond Croissant,Single Espresso,,,,,
Apricot Tart,Chocolate Meringue,Hot Coffee,,,,,
Lemon Cake,Lemon Tart,,,,,,
Cherry Tart,Lemon Tart,Apricot Danish,Hot Coffee,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Truffle Cake,Coffee Eclair,Apple Tart,,,,,
Tuile Cookie,Walnut Cookie,Cherry Soda,,,,,
Lemon Cookie,Marzipan Cookie,Apple Croissant,,,,,
Berry Tart,Lemon Tart,Apple Croissant,Bottled Water,Hot Coffee,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Tart,Vanilla Frappuccino,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Orange Juice,,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,Green Tea,,,,
Casino Cake,Strawberry Cake,Vanilla Meringue,Chocolate Coffee,Vanilla Frappuccino,,,
Marzipan Cookie,Tuile Cookie,Almond Croissant,Bottled Water,,,,
Chocolate Meringue,Walnut Cookie,Apricot Croissant,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apricot Tart,Lemon Tart,Raspberry Cookie,Tuile Cookie,Walnut Cookie,Apricot Danish,Orange Juice,
Chocolate Eclair,Pecan Tart,Orange Juice,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Pecan Tart,Tuile Cookie,Chocolate Croissant,Raspberry Lemonade,,,,
Chocolate Eclair,Marzipan Cookie,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Berry Tart,Bottled Water,,,,,,
Blueberry Tart,Cherry Tart,Vanilla Meringue,,,,,
Truffle Cake,Coffee Eclair,Apricot Tart,Marzipan Cookie,Tuile Cookie,Apricot Croissant,,
Chocolate Eclair,Apple Pie,Marzipan Cookie,Apple Danish,,,,
Chocolate Cake,Almond Tart,Blackberry Tart,,,,,
Gongolais Cookie,Chocolate Croissant,Apricot Danish,,,,,
Chocolate Cake,Marzipan Cookie,Walnut Cookie,,,,,
Gongolais Cookie,Chocolate Croissant,,,,,,
Cheese Croissant,Almond Bear Claw,,,,,,
Apricot Croissant,Single Espresso,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Orange Juice,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Truffle Cake,Pecan Tart,Apple Danish,,,,,
Ganache Cookie,Cheese Croissant,,,,,,
Coffee Eclair,Apple Pie,Apricot Croissant,Almond Twist,Hot Coffee,Vanilla Frappuccino,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Lemon Tart,Marzipan Cookie,,,,,
Lemon Cake,Berry Tart,Bottled Water,Single Espresso,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Berry Tart,Bottled Water,,,,,,
Berry Tart,Blackberry Tart,Almond Twist,Blueberry Danish,Bottled Water,Vanilla Frappuccino,,
Strawberry Cake,Lemon Cookie,,,,,,
Vanilla Frappuccino,,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Berry Tart,Bottled Water,Single Espresso,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,Single Espresso,,,,
Blueberry Danish,Cherry Soda,,,,,,
Opera Cake,Chocolate Tart,Cherry Tart,Apricot Danish,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Lemon Cake,Almond Tart,Lemon Tart,Ganache Cookie,Chocolate Croissant,Apple Danish,Cherry Soda,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Strawberry Cake,Lemon Cookie,Single Espresso,,,,,
Casino Cake,Chocolate Meringue,Almond Twist,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Truffle Cake,Coffee Eclair,Almond Tart,Gongolais Cookie,Lemon Cookie,Single Espresso,
Strawberry Cake,Apple Pie,Ganache Cookie,Apple Croissant,,,,
Apple Tart,Almond Croissant,Almond Twist,Orange Juice,,,,
Cheese Croissant,Orange Juice,,,,,,
Cheese Croissant,Orange Juice,Chocolate Coffee,,,,,
Ganache Cookie,Apple Croissant,Orange Juice,,,,,
Chocolate Eclair,Blueberry Tart,,,,,,
Lemon Cake,Truffle Cake,Chocolate Tart,Lemon Tart,Chocolate Croissant,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Meringue,Vanilla Meringue,Walnut Cookie,,,,,
Berry Tart,Hot Coffee,Single Espresso,,,,,
Casino Cake,Coffee Eclair,Cherry Tart,Gongolais Cookie,Apricot Croissant,,,
Chocolate Cake,Blackberry Tart,Apricot Danish,Almond Bear Claw,Vanilla Frappuccino,,,
Chocolate Tart,Lemon Tart,Tuile Cookie,Walnut Cookie,Vanilla Frappuccino,Single Espresso,,
Walnut Cookie,,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Opera Cake,Cherry Tart,Gongolais Cookie,Apricot Danish,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
